,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
89382,Tasman,Tasman,30-Apr-18,Tm180311,58 Woodland Avenue Motueka Tasman,58 Woodland Avenue,Motueka,,,1955031240,,"$4,850.00 ",install new insert woodburner
89383,Tasman,Tasman,30-Apr-18,Tm180309,80 Greenwood Street Motueka Tasman,80 Greenwood Street,Motueka,,,1955016415,,"$4,650.00 ",install new tropicair woodburner
89384,Tasman,Tasman,30-Apr-18,Tm180242,1481 Motueka Valley Highway Motueka-Woo Tasman,1481 Motueka Valley Highway,Motueka-Woo,,,1928053500,,"$4,500.00 ",install warmington studio series freestanding  woodburner
89385,Tasman,Tasman,30-Apr-18,Tm180284,10 Somerville Lane Brightwater Tasman,10 Somerville Lane,Brightwater,,,1939042601,,"$4,000.00 ",install masport akaroa woodburner
89386,Tasman,Tasman,30-Apr-18,Tm180304,421 Main Road Riwaka Riwaka Tasman,421 Main Road Riwaka,Riwaka,,,1933050000,,"$4,000.00 ",install masport woodburner
89387,Tasman,Tasman,30-Apr-18,Tm180324,49 Pitfure Road Wakefield Tasman,49 Pitfure Road,Wakefield,,,1937031002,,"$4,000.00 ",install a masport woodburner
89388,Tasman,Tasman,30-Apr-18,Tm180286,35 Higgs Road Mapua Tasman,35 Higgs Road,Mapua,,,1938031800,,"$4,000.00 ",install a masport woodburner
89389,Tasman,Tasman,30-Apr-18,Tm180303,144 Moutere Highway Moutere Tasman,144 Moutere Highway,Moutere,,,1939005305,,"$4,000.00 ",install masport woodburner
89390,Tasman,Tasman,30-Apr-18,Tm180329,532 Tadmor Valley Road Tapawera Tasman,532 Tadmor Valley Road,Tapawera,,,1925021100,,"$3,500.00 ",installation of woodsman aspen woodburner
89391,Tasman,Tasman,30-Apr-18,Tm180306,61 Sanderlane Drive Motueka Tasman,61 Sanderlane Drive,Motueka,,,1955031868,,"$3,500.00 ",install a metro woodburner
89392,Tasman,Tasman,30-Apr-18,Tm180380,146 Lord Rutherford Road South Brightwa Tasman,146 Lord Rutherford Road South,Brightwa,,,1939032900,,"$3,500.00 ",install a new woodburner to existing wetback
89393,Tasman,Tasman,30-Apr-18,Tm180230,1 Wadsworth Street Takaka Tasman,1 Wadsworth Street,Takaka,,,1874002900,,"$3,500.00 ",install masport r5000 free standing woodburner
89394,Tasman,Tasman,30-Apr-18,Tm180299,26 Parapara Beach Road Parapara Tasman,26 Parapara Beach Road,Parapara,,,1862045226,,"$3,500.00 ",install new yunca monte euro rural woodburner
89395,Tasman,Tasman,30-Apr-18,Tm180285,10 Alfred Sheat Street Richmond Tasman,10 Alfred Sheat Street,Richmond,,,1959058300,,"$3,300.00 ",install jayline is550 inbuilt woodburner
89396,Tasman,Tasman,30-Apr-18,Tm180361,5 Tait Street Ruby Bay Tasman,5 Tait Street,Ruby Bay,,,1938013500,,"$3,200.00 ",replace woodburner following cyclone
89397,Tasman,Tasman,30-Apr-18,Tm180225,110 Stafford Drive Ruby Bay Tasman,110 Stafford Drive,Ruby Bay,,,1938013200,,"$3,000.00 ",install magnum p100 free standing woodburner
89398,Tasman,Tasman,30-Apr-18,Tm180379,55 Waitapu Road Takaka Tasman,55 Waitapu Road,Takaka,,,1874000103,,"$3,000.00 ",install new metro woodfire
89399,Tasman,Tasman,30-Apr-18,Tm180383,8 Washbourn Drive Richmond Tasman,8 Washbourn Drive,Richmond,,,1960055200,,"$3,000.00 ",install a freestanding metro woodburner
89400,Tasman,Tasman,30-Apr-18,Tm180300,436 Church Valley Road Wairoa Gorge Tasman,436 Church Valley Road,Wairoa Gorge,,,1937053901,,"$3,000.00 ",install a jayline woodburner
89401,Tasman,Tasman,30-Apr-18,Tm180386,18 Warren Kelly Street Richmond Tasman,18 Warren Kelly Street,Richmond,,,1961016000,,"$3,000.00 ",install a new woodburner
89402,Tasman,Tasman,30-Apr-18,Tm180338,46 Teapot Valley Road Waimea West Tasman,46 Teapot Valley Road,Waimea West,,,1939026001,,"$3,000.00 ",install freestanding woodburner
89403,Tasman,Tasman,30-Apr-18,Tm180314,49 Edward Street Richmond Tasman,49 Edward Street,Richmond,,,1960095000,,"$3,000.00 ",installation of tropicair tawa mk iii woodburner
89404,Tasman,Tasman,30-Apr-18,Tm180331,36 Matai Crescent Tapawera Tasman,36 Matai Crescent,Tapawera,,,1925049625,,"$3,000.00 ",install new inbuilt woodsman tasman mk ii woodburner
89405,Tasman,Tasman,30-Apr-18,Tm180301,82 Old Mill Road Riwaka Tasman,82 Old Mill Road,Riwaka,,,1933065801,,"$3,000.00 ",install woodsman freestanding wood burner
89406,Tasman,Tasman,30-Apr-18,Tm180315,3 Hunt Terrace Wakefield Tasman,3 Hunt Terrace,Wakefield,,,1937025103,,"$3,000.00 ",installation of masport osburn 1600 woodburner
89407,Tasman,Tasman,30-Apr-18,Tm180227,19 Baxter Street St Arnaud Tasman,19 Baxter Street,St Arnaud,,,1918052500,,"$3,000.00 ",install metro eco wee rad free standing woodburner
89408,Tasman,Tasman,30-Apr-18,Tm180291,170 Pigeon Valley South Branch Road Wak Tasman,170 Pigeon Valley South Branch Road,Wak,,,1937002600,,"$2,500.00 ",install jayline fr400 woodburner
89410,Tasman,Tasman,30-Apr-18,Tm180354,7 Te Aroha Place Mapua Tasman,7 Te Aroha Place,Mapua,,,1938030527,,"$2,500.00 ",re-position woodburner and replace flue
89411,Tasman,Tasman,30-Apr-18,Tm180297,18 Hotham Street Murchison Tasman,18 Hotham Street,Murchison,,,1915052900,,"$2,000.00 ",install metro wee rad woodburner
89412,Tasman,Tasman,30-Apr-18,Tm180328,134 Barnett Avenue Best Island Tasman,134 Barnett Avenue,Best Island,,,1938090700,,"$2,000.00 ",install new freestanding metro eco tiny rad  woodburner
89413,Tasman,Tasman,30-Apr-18,Tm180387,12 Feary Crescent Takaka Tasman,12 Feary Crescent,Takaka,,,1874014924,,"$2,000.00 ",install new metro woodburner
89417,Tasman,Tasman,30-Apr-18,Tm171195,136 Horton Road Tasman Tasman,136 Horton Road,Tasman,,,1928079508,,"$720,000.00 ",new dwelling with freestanding stovax woodburner
89429,Tasman,Tasman,30-Apr-18,Tm180095,135 Seaton Valley Road Mapua Tasman,135 Seaton Valley Road,Mapua,,,1938059709,,"$300,100.00 ",construct new dwelling with woodburner
89432,Tasman,Tasman,30-Apr-18,Tm180029,37 Goddard Road Tasman Tasman,37 Goddard Road,Tasman,,,1928082101,,"$295,000.00 ",construct new dwelling with freestanding wood burner
89438,Tasman,Tasman,30-Apr-18,Tm180155,1 Joseph Senior Way Ruby Bay Tasman,1 Joseph Senior Way,Ruby Bay,,,1938012329,,"$275,000.00 ","major alterations, addition of new log burner"
89454,Tasman,Tasman,30-Apr-18,Tm170858,22 Hotham Street Murchison Tasman,22 Hotham Street,Murchison,,,1915053000,,"$122,000.00 ",construct new dwelling with freestanding wood burner
89481,Tasman,Tasman,30-Apr-18,Tm180231,48 Lightband Road Brightwater Tasman,48 Lightband Road,Brightwater,,,1943039700,,"$9,000.00 ",install kemlan coupe freestanding double sided woodburner
89484,Tasman,Tasman,30-Apr-18,Tm180321,124 Barnett Avenue Best Island Tasman,124 Barnett Avenue,Best Island,,,1938090300,,"$7,500.00 ",install a woodburner
89486,Tasman,Tasman,30-Apr-18,Tm180349,686 Takaka Valley Highway Takaka Valley Tasman,686 Takaka Valley Highway,Takaka Valley,,,1870027805,,"$6,500.00 ",install a freestanding woodburner with wetback
89487,Tasman,Tasman,30-Apr-18,Tm180260,9 Little Sydney Road Brooklyn Tasman,9 Little Sydney Road,Brooklyn,,,1933054900,,"$6,000.00 ",install metro extreme rad freestanding wood burner
89488,Tasman,Tasman,30-Apr-18,Tm180381,169 White Road Hope Tasman,169 White Road,Hope,,,1943017100,,"$6,000.00 ",install freestanding masport mackenzie r10000 woodburner
89489,Tasman,Tasman,30-Apr-18,Tm180357,39A Tahi Street Mapua Tasman,39A Tahi Street,Mapua,,,1938048301,,"$6,000.00 ",install firenzo freestanding wood burner
89490,Tasman,Tasman,30-Apr-18,Tm180326,264 McShane Road Wainui Bay Tasman,264 McShane Road,Wainui Bay,,,1871004003,,"$6,000.00 ",install new free standing firenzo bronte woodburner
89491,Tasman,Tasman,30-Apr-18,Tm180222,40 Seaview Avenue Lower Moutere Tasman,40 Seaview Avenue,Lower Moutere,,,1928041800,,"$5,500.00 ",install new freestanding masport osburn woodburner
89492,Tasman,Tasman,30-Apr-18,Tm180261,1507 Eighty Eight Valley Road Wakefield Tasman,1507 Eighty Eight Valley Road,Wakefield,,,1937065700,,"$5,400.00 ",install pyroclassic freestanding wood burner
89493,Tasman,Tasman,30-Apr-18,Tm180385,73 Iwa Street Mapua Tasman,73 Iwa Street,Mapua,,,1938041102,,"$5,000.00 ",replace woodburner
89494,Tasman,Tasman,30-Apr-18,Tm180313,23 Fry Street Motueka Tasman,23 Fry Street,Motueka,,,1956005002,,"$5,000.00 ",install new freestanding masport r5000 woodburner
89495,Tasman,Tasman,30-Apr-18,Tm180337,45 Arbor-Lea Avenue Richmond Tasman,45 Arbor-Lea Avenue,Richmond,,,1958001613,,"$5,000.00 ",install new clean air woodburner
89496,Tasman,Tasman,30-Apr-18,Tm180289,81 Parker Street Motueka Tasman,81 Parker Street,Motueka,,,1956001907,,"$5,000.00 ",install clean air dry model woodburner
89497,Tasman,Tasman,30-Apr-18,Tm180287,250 Umukuri Road Riwaka Tasman,250 Umukuri Road,Riwaka,,,1933065500,,"$5,000.00 ",install a woodsman woodburner
89498,Tasman,Tasman,30-Apr-18,Tm180295,16 North Road Golden Downs Tasman,16 North Road,Golden Downs,,,1925055701,,"$5,000.00 ",installation of firenzo contessa leg ru model  woodburner
89499,Tasman,Tasman,30-Apr-18,Tm180382,3 Boyce Street Motueka Tasman,3 Boyce Street,Motueka,,,1955015816,,"$5,000.00 ",install a freestanding woodburner
89500,Tasman,Tasman,30-Apr-18,Tm180311,58 Woodland Avenue Motueka Tasman,58 Woodland Avenue,Motueka,,,1955031240,,"$4,850.00 ",install new insert woodburner
89501,Tasman,Tasman,30-Apr-18,Tm180309,80 Greenwood Street Motueka Tasman,80 Greenwood Street,Motueka,,,1955016415,,"$4,650.00 ",install new tropicair woodburner
89502,Tasman,Tasman,30-Apr-18,Tm180242,1481 Motueka Valley Highway Motueka-Woo Tasman,1481 Motueka Valley Highway,Motueka-Woo,,,1928053500,,"$4,500.00 ",install warmington studio series freestanding  woodburner
89503,Tasman,Tasman,30-Apr-18,Tm180286,35 Higgs Road Mapua Tasman,35 Higgs Road,Mapua,,,1938031800,,"$4,000.00 ",install a masport woodburner
89504,Tasman,Tasman,30-Apr-18,Tm180303,144 Moutere Highway Moutere Tasman,144 Moutere Highway,Moutere,,,1939005305,,"$4,000.00 ",install masport woodburner
89505,Tasman,Tasman,30-Apr-18,Tm180324,49 Pitfure Road Wakefield Tasman,49 Pitfure Road,Wakefield,,,1937031002,,"$4,000.00 ",install a masport woodburner
89506,Tasman,Tasman,30-Apr-18,Tm180284,10 Somerville Lane Brightwater Tasman,10 Somerville Lane,Brightwater,,,1939042601,,"$4,000.00 ",install masport akaroa woodburner
89507,Tasman,Tasman,30-Apr-18,Tm180304,421 Main Road Riwaka Riwaka Tasman,421 Main Road Riwaka,Riwaka,,,1933050000,,"$4,000.00 ",install masport woodburner
89508,Tasman,Tasman,30-Apr-18,Tm180329,532 Tadmor Valley Road Tapawera Tasman,532 Tadmor Valley Road,Tapawera,,,1925021100,,"$3,500.00 ",installation of woodsman aspen woodburner
89509,Tasman,Tasman,30-Apr-18,Tm180299,26 Parapara Beach Road Parapara Tasman,26 Parapara Beach Road,Parapara,,,1862045226,,"$3,500.00 ",install new yunca monte euro rural woodburner
89510,Tasman,Tasman,30-Apr-18,Tm180230,1 Wadsworth Street Takaka Tasman,1 Wadsworth Street,Takaka,,,1874002900,,"$3,500.00 ",install masport r5000 free standing woodburner
89511,Tasman,Tasman,30-Apr-18,Tm180306,61 Sanderlane Drive Motueka Tasman,61 Sanderlane Drive,Motueka,,,1955031868,,"$3,500.00 ",install a metro woodburner
89512,Tasman,Tasman,30-Apr-18,Tm180380,146 Lord Rutherford Road South Brightwa Tasman,146 Lord Rutherford Road South,Brightwa,,,1939032900,,"$3,500.00 ",install a new woodburner to existing wetback
89513,Tasman,Tasman,30-Apr-18,Tm180285,10 Alfred Sheat Street Richmond Tasman,10 Alfred Sheat Street,Richmond,,,1959058300,,"$3,300.00 ",install jayline is550 inbuilt woodburner
89514,Tasman,Tasman,30-Apr-18,Tm180361,5 Tait Street Ruby Bay Tasman,5 Tait Street,Ruby Bay,,,1938013500,,"$3,200.00 ",replace woodburner following cyclone
89515,Tasman,Tasman,30-Apr-18,Tm180301,82 Old Mill Road Riwaka Tasman,82 Old Mill Road,Riwaka,,,1933065801,,"$3,000.00 ",install woodsman freestanding wood burner
89516,Tasman,Tasman,30-Apr-18,Tm180379,55 Waitapu Road Takaka Tasman,55 Waitapu Road,Takaka,,,1874000103,,"$3,000.00 ",install new metro woodfire
89517,Tasman,Tasman,30-Apr-18,Tm180227,19 Baxter Street St Arnaud Tasman,19 Baxter Street,St Arnaud,,,1918052500,,"$3,000.00 ",install metro eco wee rad free standing woodburner
89518,Tasman,Tasman,30-Apr-18,Tm180315,3 Hunt Terrace Wakefield Tasman,3 Hunt Terrace,Wakefield,,,1937025103,,"$3,000.00 ",installation of masport osburn 1600 woodburner
89519,Tasman,Tasman,30-Apr-18,Tm180331,36 Matai Crescent Tapawera Tasman,36 Matai Crescent,Tapawera,,,1925049625,,"$3,000.00 ",install new inbuilt woodsman tasman mk ii woodburner
89520,Tasman,Tasman,30-Apr-18,Tm180225,110 Stafford Drive Ruby Bay Tasman,110 Stafford Drive,Ruby Bay,,,1938013200,,"$3,000.00 ",install magnum p100 free standing woodburner
89521,Tasman,Tasman,30-Apr-18,Tm180386,18 Warren Kelly Street Richmond Tasman,18 Warren Kelly Street,Richmond,,,1961016000,,"$3,000.00 ",install a new woodburner
89522,Tasman,Tasman,30-Apr-18,Tm180300,436 Church Valley Road Wairoa Gorge Tasman,436 Church Valley Road,Wairoa Gorge,,,1937053901,,"$3,000.00 ",install a jayline woodburner
89523,Tasman,Tasman,30-Apr-18,Tm180383,8 Washbourn Drive Richmond Tasman,8 Washbourn Drive,Richmond,,,1960055200,,"$3,000.00 ",install a freestanding metro woodburner
89524,Tasman,Tasman,30-Apr-18,Tm180338,46 Teapot Valley Road Waimea West Tasman,46 Teapot Valley Road,Waimea West,,,1939026001,,"$3,000.00 ",install freestanding woodburner
89525,Tasman,Tasman,30-Apr-18,Tm180314,49 Edward Street Richmond Tasman,49 Edward Street,Richmond,,,1960095000,,"$3,000.00 ",installation of tropicair tawa mk iii woodburner
89526,Tasman,Tasman,30-Apr-18,Tm180291,170 Pigeon Valley South Branch Road Wak Tasman,170 Pigeon Valley South Branch Road,Wak,,,1937002600,,"$2,500.00 ",install jayline fr400 woodburner
89528,Tasman,Tasman,30-Apr-18,Tm180354,7 Te Aroha Place Mapua Tasman,7 Te Aroha Place,Mapua,,,1938030527,,"$2,500.00 ",re-position woodburner and replace flue
89529,Tasman,Tasman,30-Apr-18,Tm180297,18 Hotham Street Murchison Tasman,18 Hotham Street,Murchison,,,1915052900,,"$2,000.00 ",install metro wee rad woodburner
89530,Tasman,Tasman,30-Apr-18,Tm180328,134 Barnett Avenue Best Island Tasman,134 Barnett Avenue,Best Island,,,1938090700,,"$2,000.00 ",install new freestanding metro eco tiny rad  woodburner
89531,Tasman,Tasman,30-Apr-18,Tm180387,12 Feary Crescent Takaka Tasman,12 Feary Crescent,Takaka,,,1874014924,,"$2,000.00 ",install new metro woodburner
89536,Tasman,Tasman,30-May-18,Tm180081,375 Main Road Lower Moutere Tasman,375 Main Road,Lower Moutere,,,1928033600,,"$71,500.00 ","deck, office and woodburner addition"
89538,Tasman,Tasman,30-May-18,Tm180219,38 Pomona Road Ruby Bay Tasman,38 Pomona Road,Ruby Bay,,,1938009906,,"$960,000.00 ",construct new dwelling with freestanding wood burner
89539,Tasman,Tasman,30-May-18,Tm180186,Lot 43 Tiro Kina Road Tasman-Upper Moutere Tasman,Lot 43 Tiro Kina Road,Tasman-Upper Moutere,,,1928072925,,"$719,834.00 ",new dwelling with ia garage and woodburner
89541,Tasman,Tasman,30-May-18,Tm180062,13 Motueka Quay Motueka Tasman,13 Motueka Quay,Motueka,,,1955002200,,"$675,000.00 ",new dwelling with inbuilt woodburner
89553,Tasman,Tasman,30-May-18,Tm180302,14 Rore Street Motueka Tasman,14 Rore Street,Motueka,,,1956019897,,"$321,487.00 ",new dwelling with internal access garage and woodburner
89583,Tasman,Tasman,30-May-18,Tm180348,123 Washbourn Road Onekaka Tasman,123 Washbourn Road,Onekaka,,,1862045700,,"$60,000.00 ",re-locate a dwelling to site and install woodburner
89601,Tasman,Tasman,30-May-18,Tm180396,229 Little Sydney Road Brooklyn Tasman,229 Little Sydney Road,Brooklyn,,,1933002805,,"$12,440.00 ",install a cooking woodburner
89606,Tasman,Tasman,30-May-18,Tm180454,170 Kohatu-Kawatiri Highway Kohatu-Kawa Tasman,170 Kohatu-Kawatiri Highway,Kohatu-Kawa,,,1925053400,,"$8,000.00 ",install freestanding frienzo woodburner
89607,Tasman,Tasman,30-May-18,Tm180443,134 Tapawera-Baton Road Tapawera Tasman,134 Tapawera-Baton Road,Tapawera,,,1925011800,,"$8,000.00 ",install a secondhand metro woodburner
89608,Tasman,Tasman,30-May-18,Tm180540,70 Stony Ridge Way Motueka Valley Tasman,70 Stony Ridge Way,Motueka Valley,,,1928011502,,"$8,000.00 ",install a f/s fisher woodburner with wetback
89609,Tasman,Tasman,30-May-18,Tm180391,841 Waiwhero Road Ngatimoti Tasman,841 Waiwhero Road,Ngatimoti,,,1928055405,,"$7,650.00 ",install new woodburner
89612,Tasman,Tasman,30-May-18,Tm180023,231C McCallum Road Kotinga Tasman,231C McCallum Road,Kotinga,,,1870015404,,"$6,610.00 ",install new freestanding yunca hobson woodburner
89613,Tasman,Tasman,30-May-18,Tm180549,92 Poole Street Motueka Tasman,92 Poole Street,Motueka,,,1956002301,,"$6,600.00 ",install a f/s woodsman woodburner
89614,Tasman,Tasman,30-May-18,Tm180375,857 Collingwood-Bainham Main Road Collingwood Tasman,857 Collingwood-Bainham Main Road,Collingwood,,,1862023600,,"$6,500.00 ",install new woodburner with wetback
89615,Tasman,Tasman,30-May-18,Tm180492,23 Rameka Creek Road Takaka Tasman,23 Rameka Creek Road,Takaka,,,1871044401,,"$6,500.00 ",install firenzo freestanding woodburner with flue
89616,Tasman,Tasman,30-May-18,Tm180532,36 Maori Road Takaka Tasman,36 Maori Road,Takaka,,,1871022800,,"$6,500.00 ",install a wagner woodburner stove with wetback
89617,Tasman,Tasman,30-May-18,Tm180359,11 Factory Road Takaka Tasman,11 Factory Road,Takaka,,,1874005100,,"$6,000.00 ",install f/s metro xtreme rad woody woodburner
89618,Tasman,Tasman,30-May-18,Tm180413,1551 Collingwood-Bainham Main Road Collingwood Tasman,1551 Collingwood-Bainham Main Road,Collingwood,,,1862031400,,"$6,000.00 ",install new freestanding woodburner with wetback
89619,Tasman,Tasman,30-May-18,Tm180399,9 Crusader Drive Ruby Bay Tasman,9 Crusader Drive,Ruby Bay,,,1938012305,,"$6,000.00 ",install new jayline ul200 freestanding woodburner
89620,Tasman,Tasman,30-May-18,Tm180355,130 Whakarewa Street Motueka Tasman,130 Whakarewa Street,Motueka,,,1956051600,,"$5,950.00 ",install free standing masport r5000 woodburner
89621,Tasman,Tasman,30-May-18,Tm180531,B146 Motueka River West Bank Road Motuek Tasman,B146 Motueka River West Bank Road,Motuek,,,1933070603,,"$5,800.00 ",install a masport f/s woodburner
89622,Tasman,Tasman,30-May-18,Tm180449,1162 Abel Tasman Drive Takaka Tasman,1162 Abel Tasman Drive,Takaka,,,1871006171,,"$5,700.00 ",install firenzo  free standing woodburner
89623,Tasman,Tasman,30-May-18,Tm180292,96 Stafford Drive Ruby Bay Tasman,96 Stafford Drive,Ruby Bay,,,1938020100,,"$5,500.00 ",replace existing woodburner with a masport r500p
89624,Tasman,Tasman,30-May-18,Tm180455,204 Ching Road Lower Moutere Tasman,204 Ching Road,Lower Moutere,,,1928019800,,"$5,500.00 ",installation woodsman freestanding woodburner
89625,Tasman,Tasman,30-May-18,Tm180352,19 Westdale Road Bronte Tasman,19 Westdale Road,Bronte,,,1938073004,,"$5,500.00 ",install warmington studio rural woodburner
89626,Tasman,Tasman,30-May-18,Tm180335,47 View Road St Arnaud Tasman,47 View Road,St Arnaud,,,1918049100,,"$5,500.00 ",install secondhand woodburner
89627,Tasman,Tasman,30-May-18,Tm180528,243 Glenview Road Takaka Tasman,243 Glenview Road,Takaka,,,1871039001,,"$5,500.00 ",install a woodsman f/s woodburner with wetback
89628,Tasman,Tasman,30-May-18,Tm180548,20 Anderson Road Brooklyn Tasman,20 Anderson Road,Brooklyn,,,1933056715,,"$5,500.00 ",install a metro f/s woodburner
89629,Tasman,Tasman,30-May-18,Tm180483,213 Win Valley Road Dovedale Tasman,213 Win Valley Road,Dovedale,,,1936034105,,"$5,200.00 ",install masport freestanding woodburner with flue
89630,Tasman,Tasman,30-May-18,Tm180414,11 Shearer Terrace Richmond Tasman,11 Shearer Terrace,Richmond,,,1960062101,,"$5,100.00 ",install new freestanding woodsman woodburner
